Strategy,ReturnPercent,SharpeRatio,MaxDrawdownPercent,FinalCapital
AR(5),0.493655045257557,0.118651387962756,-7.24833850306766,10049.3655045258
Buy & Hold,431.375920308688,4.01035101928194,-25.1748461971953,53137.5920308688
