Strategy,FinalCapital,TotalReturnPct,AnnualizedReturnPct,SharpeRatio,SortinoRatio,MaxDrawdownPct,WinRatePct,TradeCount,ProfitFactor
AR(5) Strategy,9884.93144419444,-1.15068555805561,-2.35838546254586,0.189993894664803,0.0549918681389229,-7.23875557995941,40,18,1.10842023615487
Sentiment-Filtered AR(5),9274.88142221928,-7.25118577780722,-14.3780630228264,-0.989439773885455,-0.216260357932157,-9.67631882689551,33.3333333333333,17,0.573627885877462
Buy & Hold,54428.6573370977,444.286573370977,3191.43014573322,4.84272234510607,5.64452441556902,-25.1748461971953,59.8870056497175,1,2.02891488799755
