Strategy,ReturnPercent,Sharpe,MaxDrawdownPercent,FinalCapital
AR(5),-1.15139996452983,-0.0712166417812308,-7.24833850306766,9884.86000354702
Buy & Hold,444.100235262287,4.01109089785266,-25.1748461971953,54410.0235262287
