Row,Sentiment,SampleSize,SentimentRegime,Return,ReturnLag1,ReturnLag2,ReturnLag3,ReturnLag5,ReturnLag7,Momentum3,Momentum5,Momentum7,Momentum14,SMA5,SMA50,RSI14,MACD,MACDHistogram,Volatility5,Volatility10,Volatility20,Volatility30,ATR14,ATR14Normalized,DailyRange,VolumeChange,VolumeSMA20,VolumeRelative,SentimentLag1,SentimentLag3,SentimentLag7,SentimentMA3,SentimentMA7,SentimentMA14,SentimentChange
Momentum5,0.317307312726584,-0.0503348673516507,0.26315150489599,0.4569352283158,0.410562892287305,0.445132206787831,0.414549952599269,0.0154423061013573,0.0272780679718172,0.790932105993344,0,0.860534768693271,0.568563284548181,0.0139282815337097,-0.130419129339405,0.660354580090434,0.304495243329812,0.676000316527428,-0.140535098675623,-0.0411139181888005,-0.0286530848045282,-0.00480954121552073,-0.0637401929971088,-0.198264019041717,-0.23169816019257,-0.000739237251339699,0.0368387342545058,-0.0382502371149352,0.265487362637792,0.17442269003748,-0.0543236504086384,0.337560405193331,0.219139976772606,0.0651293738826646,0.050669847592227
Momentum7,0.304232599503836,-0.0513953282763149,0.25883494769515,0.390162640449963,0.344975902310727,0.384725667330083,0.384488002026207,0.350224463989567,0.0153961229462105,0.676228606476747,0.860534768693271,0,0.684490739147718,0.0607987815133508,-0.144808024338283,0.722611890837377,0.422013046404447,0.787625044549131,-0.159926850254632,-0.0800986984397336,-0.0351001041989192,-0.0182738865157688,-0.0755152116136023,-0.240177795531664,-0.22124396119794,-0.0208149299048434,0.0362383038784742,-0.0446901445952745,0.27815951325419,0.216685669698011,-0.0535632061674317,0.355264411911004,0.307082157030434,0.113818647086049,0.0254124016379593
Momentum14,0.296565716319781,-0.0771276690820234,0.251910895437163,0.248332621699596,0.227425825024007,0.251544697134476,0.261855911391174,0.27617503145192,0.297548336835942,0.438019199453859,0.568563284548181,0.684490739147718,0,0.161289606349542,-0.183788141672845,0.818998365515607,0.727188051922999,0.755263950527323,-0.124256761806286,-0.145004958897074,-0.0792281339999548,-0.0696170187972929,-0.103976290830061,-0.336376642851942,-0.18065315147156,-0.0460897727695816,0.00370685032246903,-0.0403634054650192,0.275053151353528,0.276702935022669,0.19380419187217,0.35820518042746,0.402771120091351,0.329204429373035,0.0209416058935976
SMA5,-0.0223380831303478,-0.19648306119294,-0.0910734220369923,-0.0458779876938006,-0.0235980554635084,0.00184937320916115,0.0309894949800321,0.0646434090875738,0.0731121747442306,-0.0400332071980462,0.0139282815337097,0.0607987815133508,0.161289606349542,0,0.864759071745226,0.114208589444482,0.262156421029656,0.0184902983513204,0.126500185939082,0.143166744192433,0.193374033097248,0.226921898960463,0.643088538970559,0.205989291827173,0.143703529127023,-0.00295709828474126,0.153435512880503,-0.0143805504649758,-0.0081238837968988,0.0202235202040873,0.0336454022372171,-0.0102286990907018,0.0199592195169299,0.0287401292102298,-0.0139354272088299
SMA50,-0.129812153861503,-0.139526564118351,-0.180837323991399,-0.0565587333015388,-0.0610106704121978,-0.0623277322068445,-0.0569069879842741,-0.0491895729397454,-0.0412825243701717,-0.109022962584823,-0.130419129339405,-0.144808024338283,-0.183788141672845,0.864759071745226,0,-0.262837059490176,-0.251040415971205,-0.114169887906096,0.260778020847627,0.298932705015205,0.355430341051009,0.384733668715983,0.726219565387891,0.441259665762967,0.254653615979192,0.0438567254461606,0.212105066781081,0.0125506055697021,-0.13064925147683,-0.121950953156987,-0.101329004767319,-0.163696054810528,-0.181531448462044,-0.190986853776545,0.000895062568234592
RSI14,0.31695237893585,-0.0530504231271343,0.282998347226371,0.332128960801757,0.291217119710087,0.293903575500287,0.278622595712021,0.239703014217637,0.211168811548528,0.551059358508284,0.660354580090434,0.722611890837377,0.818998365515607,0.114208589444482,-0.262837059490176,0,0.743946291360308,0.544908365761921,-0.144275359484805,-0.132626197999723,-0.128217428229474,-0.117196223629261,-0.109022121701045,-0.33180207064565,-0.188695340215135,-0.0179188733397391,-0.0387493800179103,-0.0462595239532154,0.294716657869706,0.24814994642799,0.16477976903929,0.374777315804883,0.37854694633274,0.312539865432358,0.0216396595970143
MACD,0.213506776251366,-0.107306852842042,0.179715207322776,0.0446944569280328,0.0989970494647605,0.144651576947738,0.177284213382716,0.219761129285255,0.238346102756245,0.175723550726947,0.304495243329812,0.422013046404447,0.727188051922999,0.262156421029656,-0.251040415971205,0.743946291360308,0,0.337250272444607,-0.235094258500731,-0.276190524140476,-0.285605822139123,-0.273442494710689,-0.160256524907335,-0.455615577056919,-0.212437349489035,-0.0879165110225333,-0.0841825203069412,-0.0542652658848415,0.240367712830489,0.267774858458368,0.259749732149297,0.30046311233921,0.386679892643884,0.416088633890868,-0.0264791909567268
MACDHistogram,0.271262478713739,-0.0274633390634301,0.250344526736854,0.188682173993517,0.274950462976201,0.327003120643791,0.347292859634406,0.317749406306819,0.247782514863033,0.478344755808976,0.676000316527428,0.787625044549131,0.755263950527323,0.0184902983513204,-0.114169887906096,0.544908365761921,0.337250272444607,0,-0.134337851004559,-0.0898016337164789,0.02317900794359,0.0608119230538496,-0.115976678151925,-0.220285779301237,-0.180322686271969,-0.0273478539172408,0.0372850535992455,-0.0582115640360863,0.278427159473109,0.243004090589433,0.087496955882425,0.345158086470263,0.340382970560756,0.166234224137263,-0.00718442628540437
Volatility5,-0.286302510959902,-0.116519329352556,-0.191665040266349,-0.00371355462616658,-0.0406810835260397,-0.0582600707707508,-0.0527995928211286,-0.086765324106597,-0.0498623435271209,-0.0834508780336289,-0.140535098675623,-0.159926850254632,-0.124256761806286,0.126500185939082,0.260778020847627,-0.144275359484805,-0.235094258500731,-0.134337851004559,0,0.824602040660779,0.682491032779776,0.596907036088217,0.559319980841771,0.682704704613583,0.681212440082216,0.13678769779213,0.386911586435317,0.431068680458096,-0.304108396971677,-0.309559467233047,-0.228953368917665,-0.379082637092614,-0.430904531206827,-0.409693792211863,0.0176349514027837
Volatility10,-0.259499856711361,-0.109898695046783,-0.179331512695002,0.0187270581183237,0.00606839940014133,-0.00362036868551205,-0.0268943800603866,-0.0603698346624093,-0.0661461532802133,-0.00296450493917843,-0.0411139181888005,-0.0800986984397336,-0.145004958897074,0.143166744192433,0.298932705015205,-0.132626197999723,-0.276190524140476,-0.0898016337164789,0.824602040660779,0,0.829508917592579,0.728886313764479,0.688472845653192,0.829710246539651,0.601982785898384,0.0819859210288669,0.525509524792857,0.281136189191481,-0.269337995205594,-0.300084750098807,-0.324367588907956,-0.342500861225435,-0.450909486637638,-0.491186150245664,0.00980116246129514
Volatility20,-0.22436912634261,-0.117393169200664,-0.178038304113381,0.00584063569096429,-0.00286388733987478,-0.013936232470146,-0.00982733167890304,-0.0155269196015324,-0.00769472861849778,-0.0177877119438538,-0.0286530848045282,-0.0351001041989192,-0.0792281339999548,0.193374033097248,0.355430341051009,-0.128217428229474,-0.285605822139123,0.02317900794359,0.682491032779776,0.829508917592579,0,0.897832914626338,0.754903299680171,0.877502632313488,0.508863094849799,0.0361947520945664,0.713055059924435,0.0679448757801214,-0.237049124665989,-0.254731420420387,-0.292593523994783,-0.298124573615541,-0.390751052412942,-0.497925175637012,0.0125698925318717
Volatility30,-0.213605416746215,-0.125221435744328,-0.198901737381494,0.00879773198864145,0.00448778256014321,0.00158642454128457,0.00276817792115091,-0.0190855780548454,-0.0137899307494567,-0.000382963118835574,-0.00480954121552073,-0.0182738865157688,-0.0696170187972929,0.226921898960463,0.384733668715983,-0.117196223629261,-0.273442494710689,0.0608119230538496,0.596907036088217,0.728886313764479,0.897832914626338,0,0.733979535366716,0.814844772551015,0.456182426820317,0.0448034263220541,0.706442277786218,0.0139887776220628,-0.227130821680904,-0.24345827544549,-0.274437788638224,-0.283624209284669,-0.3711778802781,-0.465096998242201,0.0133933667517462
ATR14,-0.171713892943231,-0.239847783213731,-0.187413991966959,-0.015229166814612,-0.0228393339741192,-0.0277022657329377,-0.0297449436889193,-0.0281084492435259,-0.0243691052838728,-0.0458707321096137,-0.0637401929971088,-0.0755152116136023,-0.103976290830061,0.643088538970559,0.726219565387891,-0.109022121701045,-0.160256524907335,-0.115976678151925,0.559319980841771,0.688472845653192,0.754903299680171,0.733979535366716,0,0.84215132065674,0.453145991822614,0.0428235831918397,0.461027617986643,0.044613569944517,-0.186572374186492,-0.196092815094183,-0.204814479095682,-0.232357001745218,-0.292011884158517,-0.341732839678809,0.014677723831782
ATR14Normalized,-0.284909988368308,-0.117832578610423,-0.236916045034648,-0.0762848401796192,-0.0671510277184118,-0.0824066642652658,-0.0906156574297117,-0.095053953621997,-0.0983779355657098,-0.144905838156025,-0.198264019041717,-0.240177795531664,-0.336376642851942,0.205989291827173,0.441259665762967,-0.33180207064565,-0.455615577056919,-0.220285779301237,0.682704704613583,0.829710246539651,0.877502632313488,0.814844772551015,0.84215132065674,0,0.556020847349673,0.044867376944108,0.571132517024443,0.101929837267078,-0.296321612105099,-0.315016245277793,-0.318816970738078,-0.37404460184857,-0.468411398347719,-0.537922244885681,0.0113596047624605
DailyRange,-0.387651239995219,-0.0741982858724794,-0.263997911920375,-0.194391334247519,-0.100225267691204,-0.0537581624322797,-0.0609985244370965,-0.0766602951068618,-0.0226698398515214,-0.217391107245473,-0.23169816019257,-0.22124396119794,-0.18065315147156,0.143703529127023,0.254653615979192,-0.188695340215135,-0.212437349489035,-0.180322686271969,0.681212440082216,0.601982785898384,0.508863094849799,0.456182426820317,0.453145991822614,0.556020847349673,0,0.385537749640376,0.257555081986213,0.672545454218895,-0.249366524876933,-0.203577888053332,-0.168837404051679,-0.353941977190591,-0.359448133531521,-0.316262921735001,-0.135476022562116
VolumeChange,-0.176788957386634,-0.0131078003427663,-0.138883137339313,0.052450275038434,0.00643127244057588,0.00479713936852343,0.04673120438174,-0.0690994309707052,0.00752871665107861,0.0411850244142908,-0.000739237251339699,-0.0208149299048434,-0.0460897727695816,-0.00295709828474126,0.0438567254461606,-0.0179188733397391,-0.0879165110225333,-0.0273478539172408,0.13678769779213,0.0819859210288669,0.0361947520945664,0.0448034263220541,0.0428235831918397,0.044867376944108,0.385537749640376,0,-0.0433805174694133,0.399631033998629,0.0199542036131174,-0.0234467443339094,-0.0501452939100861,-0.0518846550511989,-0.0768644074746628,-0.0395061611441923,-0.192959692871883
VolumeSMA20,-0.24555047320331,-0.0460231586153692,-0.241586064861709,0.0224097893561107,0.022927067915257,0.0248597272146325,0.0221342830081054,0.0138536312666732,0.0154185889955074,0.0336165782635773,0.0368387342545058,0.0362383038784742,0.00370685032246903,0.153435512880503,0.212105066781081,-0.0387493800179103,-0.0841825203069412,0.0372850535992455,0.386911586435317,0.525509524792857,0.713055059924435,0.706442277786218,0.461027617986643,0.571132517024443,0.257555081986213,-0.0433805174694133,0,-0.0582898614524953,-0.260647719285623,-0.281116103816875,-0.334926939560145,-0.327414866676359,-0.428767674903118,-0.570519512326086,0.0149539026790741
VolumeRelative,-0.315860262913381,0.0387397056053178,-0.190196504692564,-0.0191856249447585,-0.0494581940625669,0.00195262719757999,0.00635229708149365,-0.040127878083731,-0.00943197973264642,-0.0437696244210039,-0.0382502371149352,-0.0446901445952745,-0.0403634054650192,-0.0143805504649758,0.0125506055697021,-0.0462595239532154,-0.0542652658848415,-0.0582115640360863,0.431068680458096,0.281136189191481,0.0679448757801214,0.0139887776220628,0.044613569944517,0.101929837267078,0.672545454218895,0.399631033998629,-0.0582898614524953,0,-0.237732415443306,-0.111731486679241,-0.124204120801316,-0.290333378736012,-0.277156732116956,-0.193041362081873,-0.0764860615900244
SentimentLag1,0.480439911320248,-0.101045049742523,0.415568164165999,-0.0274957199527426,0.259664930696754,0.149365745531827,0.0766173552740989,0.105486001275591,0.0658723128187673,0.236500371077726,0.265487362637792,0.27815951325419,0.275053151353528,-0.0081238837968988,-0.13064925147683,0.294716657869706,0.240367712830489,0.278427159473109,-0.304108396971677,-0.269337995205594,-0.237049124665989,-0.227130821680904,-0.186572374186492,-0.296321612105099,-0.249366524876933,0.0199542036131174,-0.260647719285623,-0.237732415443306,0,0.347649235412685,0.204491958264698,0.826972933963272,0.666157760670387,0.520488571310165,-0.510106051234918
SentimentLag3,0.304238579555161,-0.0480139089507757,0.261443462217169,-0.0102395621066148,0.0035994867814849,-0.0311745764514463,0.259834016476746,0.0767431113577668,0.106340676267951,-0.0187982617173277,0.17442269003748,0.216685669698011,0.276702935022669,0.0202235202040873,-0.121950953156987,0.24814994642799,0.267774858458368,0.243004090589433,-0.309559467233047,-0.300084750098807,-0.254731420420387,-0.24345827544549,-0.196092815094183,-0.315016245277793,-0.203577888053332,-0.0234467443339094,-0.281116103816875,-0.111731486679241,0.347649235412685,0,0.253687909373025,0.477316744086312,0.70318185545125,0.580770207107548,-0.0427705543690696
SentimentLag7,0.223021863246325,-0.0388607265456347,0.238738769041078,-0.0621088930963906,0.00232017535453516,-0.0389174933173,-0.0121877387308077,0.00452381360849171,0.263273964962716,-0.0573611008373305,-0.0543236504086384,-0.0535632061674317,0.19380419187217,0.0336454022372171,-0.101329004767319,0.16477976903929,0.259749732149297,0.087496955882425,-0.228953368917665,-0.324367588907956,-0.292593523994783,-0.274437788638224,-0.204814479095682,-0.318816970738078,-0.168837404051679,-0.0501452939100861,-0.334926939560145,-0.124204120801316,0.204491958264698,0.253687909373025,0,0.275299958149541,0.43903202105173,0.613186382852384,0.018056501436283
SentimentMA3,0.771894036425936,-0.116243027809097,0.660000618950421,0.0999588966167558,0.159446499549785,0.204935548611088,0.143707908586538,0.117045591500627,0.0864802440050807,0.286037016497867,0.337560405193331,0.355264411911004,0.35820518042746,-0.0102286990907018,-0.163696054810528,0.374777315804883,0.30046311233921,0.345158086470263,-0.379082637092614,-0.342500861225435,-0.298124573615541,-0.283624209284669,-0.232357001745218,-0.37404460184857,-0.353941977190591,-0.0518846550511989,-0.327414866676359,-0.290333378736012,0.826972933963272,0.477316744086312,0.275299958149541,0,0.829788625813285,0.653804992254174,-0.05448563553026
SentimentMA7,0.608476210560552,-0.108760567788248,0.539226205456103,0.0401701216595938,0.0683416266655074,0.0921324003107405,0.120443991907655,0.159521172056429,0.141769512135971,0.12740606374501,0.219139976772606,0.307082157030434,0.402771120091351,0.0199592195169299,-0.181531448462044,0.37854694633274,0.386679892643884,0.340382970560756,-0.430904531206827,-0.450909486637638,-0.390751052412942,-0.3711778802781,-0.292011884158517,-0.468411398347719,-0.359448133531521,-0.0768644074746628,-0.428767674903118,-0.277156732116956,0.666157760670387,0.70318185545125,0.43903202105173,0.829788625813285,0,0.852338414643602,-0.0569468655113097
SentimentMA14,0.477260882249552,-0.113906805710394,0.434210011530194,-0.00697556203452017,0.00896405699051847,0.0212851406614428,0.0421569119173881,0.0731547059394476,0.106449401879314,0.0208465146637651,0.0651293738826646,0.113818647086049,0.329204429373035,0.0287401292102298,-0.190986853776545,0.312539865432358,0.416088633890868,0.166234224137263,-0.409693792211863,-0.491186150245664,-0.497925175637012,-0.465096998242201,-0.341732839678809,-0.537922244885681,-0.316262921735001,-0.0395061611441923,-0.570519512326086,-0.193041362081873,0.520488571310165,0.580770207107548,0.613186382852384,0.653804992254174,0.852338414643602,0,-0.0426891599196761
SentimentChange,0.509266270273987,-0.016205253109418,0.405557780296424,0.280199192243284,-0.109663734727696,-0.070628798834783,0.0363423712510435,-0.047797708481875,0.0150043434497866,0.0548727911937185,0.050669847592227,0.0254124016379593,0.0209416058935976,-0.0139354272088299,0.000895062568234592,0.0216396595970143,-0.0264791909567268,-0.00718442628540437,0.0176349514027837,0.00980116246129514,0.0125698925318717,0.0133933667517462,0.014677723831782,0.0113596047624605,-0.135476022562116,-0.192959692871883,0.0149539026790741,-0.0764860615900244,-0.510106051234918,-0.0427705543690696,0.018056501436283,-0.05448563553026,-0.0569468655113097,-0.0426891599196761,0
