Row,Sentiment,SampleSize,SentimentRegime,Return,ReturnLag1,ReturnLag2,ReturnLag3,ReturnLag5,ReturnLag7,Momentum3,Momentum5,Momentum7,Momentum14,Momentum30,SMA5,SMA10,SMA20,SMA50,EMA12,EMA26,EMA12Distance,EMA26Distance,SMA20Distance,SMA50Distance,RSI14,MACD,MACDSignal,MACDHistogram,Volatility5,Volatility10,Volatility20,Volatility30,ATR14,ATR14Normalized,DailyRange,VolumeChange,VolumeSMA20,VolumeRelative,SentimentLag1,SentimentLag3,SentimentLag7,SentimentMA3,SentimentMA7,SentimentMA14,SentimentChange,SentimentReturnInteraction,SentimentMomentumInteraction
EMA12Distance,0.392260197839406,-0.068379442349179,0.323672000979005,0.508755980544945,0.390182858080532,0.380975932142439,0.337281646566484,0.25395802155621,0.189743380926708,0.771976053963285,0.870346482909916,0.90396677025332,0.825100199411363,0.592341105554004,0.082907735920946,-0.0282008835111587,-0.135587495268364,-0.199710593261476,-0.0190479863867868,-0.119173062073769,0,0.924140165115626,0.954952924065553,0.726209436206885,0.851033789601303,0.589100003710243,0.363480929431046,0.770045397740635,-0.226638972344345,-0.182287955926497,-0.137574705525999,-0.105726023094507,-0.141689419673706,-0.370903741502364,-0.312966488563414,-0.0159761570424358,-0.0241623584116876,-0.0853860028035089,0.331975432268787,0.24634606427402,0.0955202359727761,0.428492206501177,0.384479471262462,0.249759847760017,0.0589336780731624,0.372843063557016,0.868295190616045
EMA26Distance,0.34844309403132,-0.0832232014533641,0.290555333808337,0.352459206358452,0.299384390315913,0.312539382136318,0.298948708521034,0.265706006686582,0.235073977167588,0.58228881967685,0.704773194020907,0.781250972763672,0.882403372323951,0.821478779982479,0.188810167843099,0.085592115487866,-0.056617539566225,-0.227824560737734,0.076933788499691,-0.0632441535650244,0.924140165115626,0,0.958461195030039,0.924015620132557,0.93179172711872,0.832401019082001,0.667310599414736,0.636618917918226,-0.239441788111379,-0.236461902327989,-0.22173801202426,-0.197931118320924,-0.149185670712005,-0.446910690460542,-0.283036273297183,-0.0379701246858433,-0.0854933567320409,-0.0614895483771185,0.32402462815849,0.285740622603491,0.191757007605854,0.413976891543086,0.431350565282179,0.367376455712299,0.0237636785912313,0.280793563805115,0.750460722675329
SMA20Distance,0.355852609266387,-0.0742310118259632,0.302937761064576,0.36287702809558,0.315240911615759,0.331815789393496,0.322309184501576,0.292205542700053,0.260691201923824,0.609324422141752,0.748088457229431,0.837608523168377,0.937179285714332,0.667538602252879,0.133806249095991,0.0213208621472695,-0.125677809799443,-0.209337408098591,0.016616198147047,-0.104658728933801,0.954952924065553,0.958461195030039,0,0.791566738691565,0.885066135877014,0.716466533975777,0.486341496325601,0.806497041734842,-0.198756063477842,-0.188033147530373,-0.136492294317795,-0.105022551161979,-0.143674482577589,-0.392772523173838,-0.261348023613418,-0.0337321881802736,-0.0241501805295037,-0.0652774229650654,0.330689966413855,0.287064075508535,0.16896612084883,0.421648937119527,0.429492893567807,0.322365792450408,0.0244897209466116,0.298668583112176,0.810085130774974
SMA50Distance,0.262021605036589,-0.0881677994326614,0.216079289408779,0.219551621302509,0.197285488867243,0.214603039668408,0.215082553660985,0.2117152023963,0.20655422128384,0.381743975964132,0.483520277344698,0.561049619592742,0.75183256867453,0.938011159940455,0.246767823694379,0.169955279283594,0.0334662469874236,-0.235239922470349,0.150305128860556,-0.0040041227088751,0.726209436206885,0.924015620132557,0.791566738691565,0,0.882553940532427,0.921156703094227,0.861164929228921,0.344115420142196,-0.223713581858435,-0.244340519373762,-0.264611649761699,-0.261867597873813,-0.112681578684184,-0.423730586472028,-0.226618899136349,-0.0429727633530942,-0.130843049767887,-0.0376141881211258,0.258573293545166,0.253981988957782,0.22443999904187,0.329230133089837,0.381328196738155,0.394774596110971,0.00323512442134987,0.179018471155023,0.534870112800817
RSI14,0.31695237893585,-0.0530504231271343,0.282998347226371,0.332128960801757,0.291217119710087,0.293903575500287,0.278622595712021,0.239703014217637,0.211168811548528,0.551059358508284,0.660354580090434,0.722611890837377,0.818998365515607,0.780169237469924,0.114208589444482,0.024271669999199,-0.1020387029977,-0.262837059490176,0.0155557339113291,-0.110391880239753,0.851033789601303,0.93179172711872,0.885066135877014,0.882553940532427,0,0.743946291360308,0.604591136126689,0.544908365761921,-0.144275359484805,-0.132626197999723,-0.128217428229474,-0.117196223629261,-0.109022121701045,-0.33180207064565,-0.188695340215135,-0.0179188733397391,-0.0387493800179103,-0.0462595239532154,0.294716657869706,0.24814994642799,0.16477976903929,0.374777315804883,0.37854694633274,0.312539865432358,0.0216396595970143,0.285786539349318,0.711238170287381
MACD,0.213506776251366,-0.107306852842042,0.179715207322776,0.0446944569280328,0.0989970494647605,0.144651576947738,0.177284213382716,0.219761129285255,0.238346102756245,0.175723550726947,0.304495243329812,0.422013046404447,0.727188051922999,0.903449955865783,0.262156421029656,0.189157177828147,0.0265036154769443,-0.251040415971205,0.157061563523687,-0.0105316897974254,0.589100003710243,0.832401019082001,0.716466533975777,0.921156703094227,0.743946291360308,0,0.947238984986321,0.337250272444607,-0.235094258500731,-0.276190524140476,-0.285605822139123,-0.273442494710689,-0.160256524907335,-0.455615577056919,-0.212437349489035,-0.0879165110225333,-0.0841825203069412,-0.0542652658848415,0.240367712830489,0.267774858458368,0.259749732149297,0.30046311233921,0.386679892643884,0.416088633890868,-0.0264791909567268,0.0745051946804142,0.391192480567637
MACDSignal,0.134399850732135,-0.104616193054456,0.10563307122893,-0.0167731560999593,0.0115274999106128,0.0422929182503808,0.0700427277464845,0.125214744391228,0.168775148733133,0.023765325457745,0.0932323811963652,0.180038420646815,0.515172017487815,0.883244328267345,0.272131475428054,0.235813415013549,0.10124896514504,-0.227749067532095,0.197687828571144,0.0395489159886127,0.363480929431046,0.667310599414736,0.486341496325601,0.861164929228921,0.604591136126689,0.947238984986321,0,0.0177065734125145,-0.203946539306419,-0.262756876166647,-0.31122359752587,-0.311118424708923,-0.130715577466062,-0.408891233378787,-0.164226765519767,-0.0840617243874105,-0.102101867686736,-0.0378136227002501,0.160488496858332,0.201657310923542,0.246080383979893,0.201593466876627,0.294787032286867,0.385314277540002,-0.0256764849000526,-0.00971915904180735,0.156066468374237
MACDHistogram,0.271262478713739,-0.0274633390634301,0.250344526736854,0.188682173993517,0.274950462976201,0.327003120643791,0.347292859634406,0.317749406306819,0.247782514863033,0.478344755808976,0.676000316527428,0.787625044549131,0.755263950527323,0.224032839618861,0.0184902983513204,-0.102551891061372,-0.214701371494326,-0.114169887906096,-0.0906920364615054,-0.149010251113925,0.770045397740635,0.636618917918226,0.806497041734842,0.344115420142196,0.544908365761921,0.337250272444607,0.0177065734125145,0,-0.134337851004559,-0.0898016337164789,0.02317900794359,0.0608119230538496,-0.115976678151925,-0.220285779301237,-0.180322686271969,-0.0273478539172408,0.0372850535992455,-0.0582115640360863,0.278427159473109,0.243004090589433,0.087496955882425,0.345158086470263,0.340382970560756,0.166234224137263,-0.00718442628540437,0.260954528887257,0.761891961627327
Volatility5,-0.286302510959902,-0.116519329352556,-0.191665040266349,-0.00371355462616658,-0.0406810835260397,-0.0582600707707508,-0.0527995928211286,-0.086765324106597,-0.0498623435271209,-0.0834508780336289,-0.140535098675623,-0.159926850254632,-0.124256761806286,-0.160112661706658,0.126500185939082,0.159667250398147,0.189478113941391,0.260778020847627,0.160615060147409,0.202486686890076,-0.226638972344345,-0.239441788111379,-0.198756063477842,-0.223713581858435,-0.144275359484805,-0.235094258500731,-0.203946539306419,-0.134337851004559,0,0.824602040660779,0.682491032779776,0.596907036088217,0.559319980841771,0.682704704613583,0.681212440082216,0.13678769779213,0.386911586435317,0.431068680458096,-0.304108396971677,-0.309559467233047,-0.228953368917665,-0.379082637092614,-0.430904531206827,-0.409693792211863,0.0176349514027837,0.043544917249472,-0.0650071769760064
Volatility10,-0.259499856711361,-0.109898695046783,-0.179331512695002,0.0187270581183237,0.00606839940014133,-0.00362036868551205,-0.0268943800603866,-0.0603698346624093,-0.0661461532802133,-0.00296450493917843,-0.0411139181888005,-0.0800986984397336,-0.145004958897074,-0.17782807321581,0.143166744192433,0.167465515743593,0.210489948156632,0.298932705015205,0.177209278096201,0.226256726068475,-0.182287955926497,-0.236461902327989,-0.188033147530373,-0.244340519373762,-0.132626197999723,-0.276190524140476,-0.262756876166647,-0.0898016337164789,0.824602040660779,0,0.829508917592579,0.728886313764479,0.688472845653192,0.829710246539651,0.601982785898384,0.0819859210288669,0.525509524792857,0.281136189191481,-0.269337995205594,-0.300084750098807,-0.324367588907956,-0.342500861225435,-0.450909486637638,-0.491186150245664,0.00980116246129514,0.0612325360365903,-0.0119310483514399
Volatility20,-0.22436912634261,-0.117393169200664,-0.178038304113381,0.00584063569096429,-0.00286388733987478,-0.013936232470146,-0.00982733167890304,-0.0155269196015324,-0.00769472861849778,-0.0177877119438538,-0.0286530848045282,-0.0351001041989192,-0.0792281339999548,-0.199657113678651,0.193374033097248,0.206781255811929,0.239511927183487,0.355430341051009,0.21797157880124,0.269125445490353,-0.137574705525999,-0.22173801202426,-0.136492294317795,-0.264611649761699,-0.128217428229474,-0.285605822139123,-0.31122359752587,0.02317900794359,0.682491032779776,0.829508917592579,0,0.897832914626338,0.754903299680171,0.877502632313488,0.508863094849799,0.0361947520945664,0.713055059924435,0.0679448757801214,-0.237049124665989,-0.254731420420387,-0.292593523994783,-0.298124573615541,-0.390751052412942,-0.497925175637012,0.0125698925318717,0.0333385808934454,-0.00220912340606783
