Date,Open,High,Low,Close,Volume,NumberOfTrades,Sentiment,SampleSize,SentimentClass,SentimentRegime,Return,LogReturn,ReturnLag1,ReturnLag2,ReturnLag3,ReturnLag5,ReturnLag7,Momentum3,Momentum5,Momentum7,Momentum14,Momentum30,SMA5,SMA10,SMA20,SMA50,EMA12,EMA26,EMA12Distance,EMA26Distance,SMA20Distance,SMA50Distance,RSI14,MACD,MACDSignal,MACDHistogram,Volatility5,Volatility10,Volatility20,Volatility30,ATR14,ATR14Normalized,DailyRange,VolumeChange,VolumeSMA20,VolumeRelative,SentimentLag1,SentimentLag3,SentimentLag7,SentimentMA3,SentimentMA7,SentimentMA14,SentimentChange,SentimentReturnInteraction,SentimentMomentumInteraction,TargetReturn1D,TargetDirection
11-Jan-2018,14940,14968.68,11400,13238.78,33554.723751,239416,0.184931591448931,5052,Negative,-1,-0.111913861122459,-0.118686537454003,0.0352145833333333,-0.033721768235482,-0.0772438193613263,0.00645032337110174,0.0093856969833459,-0.111642713255593,-0.224432169347133,-0.120904091360028,NaN,NaN,14719.688,15228.278,15060.2527272727,15060.2527272727,14664.9681883242,14314.7420930336,-0.0972513659770283,-0.0751646160329517,-0.120945694621327,-0.120945694621327,NaN,350.226095290593,447.16080771026,-96.934712419667,0.0550064550799476,0.0741325088228347,0.0741325088228347,0.0741325088228347,1978.35818181818,0.149436593237306,0.269562603200597,0.927213862584634,19283.7035390909,1.74005598473237,0.186822627876021,0.208523362696285,0.186253570100409,0.188932344858072,0.215706792856885,0.217478658709302,-0.00189103642708999,0.00657888099789245,-0.022587620068843,0.0378607394336941,1
12-Jan-2018,13238.76,14109.78,12500,13740.01,16417.162137,134452,0.219423463687151,5191,Neutral,0,0.0378607394336941,0.0371616133478326,-0.111913861122459,0.0352145833333333,-0.033721768235482,-0.0538823266132741,0.126222314891424,-0.0458326388888889,-0.149226967380246,-0.18987652996187,NaN,NaN,14237.684,15134.768,14950.2325,14950.2325,14522.666928582,14272.1693454015,-0.0538920938165749,-0.0372865072241415,-0.0809500788700108,-0.0809500788700108,NaN,250.497583180528,407.828162804313,-157.330579623786,0.0667340333584245,0.0677758942757441,0.0711824834477111,0.0711824834477111,1947.64333333333,0.141749775533885,0.117160031179017,-0.510734695394095,19044.8250889167,0.86202745682102,0.184931591448931,0.195042815249265,0.223695170984456,0.197059227670701,0.21509654895727,0.217640725790789,0.03449187223822,-0.020696408442571,-0.0351141688646492,0.0342059430815553,1
13-Jan-2018,13749.95,14580,13706.15,14210,12221.508528,123639,0.234877462834488,5045,Neutral,0,0.0342059430815553,0.0336339275130331,0.0378607394336941,-0.111913861122459,0.0352145833333333,-0.0772438193613263,0.00645032337110174,-0.0467623124298572,-0.0464712726823751,-0.167535160069339,NaN,NaN,14099.176,15063.817,14893.2915384615,14893.2915384615,14474.5643241848,14267.5642087051,-0.01827787823242,-0.00403462061659809,-0.0458791487897056,-0.0458791487897056,NaN,207.000115479701,367.662553339391,-160.66243785969,0.0655957459293817,0.0686066929995129,0.068401832868636,0.068401832868636,1865.04384615385,0.131248687273318,0.0614954257565095,-0.255565095476769,18519.9545842308,0.659910286087109,0.219423463687151,0.186822627876021,0.265162197717161,0.21307750599019,0.210770158259746,0.218966628640305,0.015453999147337,0.00830753458429785,-0.0367611451117956,-0.0517248416608023,0
14-Jan-2018,14210,14339.5,12569.2,13474.99,17017.894329,152364,0.184905822586949,5118,Negative,-1,-0.0517248416608023,-0.0531105674292516,0.0342059430815553,0.0378607394336941,-0.111913861122459,-0.033721768235482,-0.0538823266132741,0.0178422785181112,-0.0642368055555556,-0.165636844018246,NaN,NaN,13914.174,14905.362,14791.9842857143,14791.9842857143,14320.7836589256,14208.8550080603,-0.0590605709205329,-0.0516484268186252,-0.0890343215809257,-0.0890343215809257,NaN,111.928650865326,316.515772844578,-204.587121979252,0.0678389424086708,0.0701115510334956,0.0674960376693767,0.0674960376693767,1858.27642857143,0.137905588692194,0.131376720873262,0.392454482195162,18412.664566,0.924249408226579,0.234877462834488,0.184931591448931,0.245769784026079,0.213068916369529,0.202075306625584,0.216533713922208,-0.049971640247539,0.00803420512485662,-0.0389043616749176,0.00481929856719754,1
15-Jan-2018,13477.98,14249.99,13147.79,13539.93,14652.094705,145362,0.202118423626051,5113,Negative,-1,0.00481929856719754,0.004807722923947,-0.0517248416608023,0.0342059430815553,0.0378607394336941,0.0352145833333333,-0.0772438193613263,-0.0145618525750709,-0.0917120645276844,-0.0914347487072674,0.0119529147982063,NaN,13640.742,14563.316,14708.514,14708.514,14200.6523267832,14159.3050074632,-0.0465276039141546,-0.0437433198265548,-0.0794494943540863,-0.0794494943540863,50.7758959456247,41.3473193199843,261.482082139659,-220.134762819675,0.063878150378116,0.0523962702683609,0.0648507144121822,0.0648507144121822,1860.68,0.137421685341062,0.0814036704768783,-0.139018351992495,18161.9599086,0.806746341184355,0.184905822586949,0.219423463687151,0.208523362696285,0.207300569682496,0.201160315329837,0.213106495602356,0.017212601039102,-0.00956422439547033,-0.0169068174227483,-0.194973681547837,0
16-Jan-2018,13500,13542.93,9035,10900,63401.169175,418243,0.153524363932425,4913,Negative,-1,-0.194973681547837,-0.216880308368607,0.00481929856719754,-0.0517248416608023,0.0342059430815553,-0.111913861122459,-0.033721768235482,-0.232934553131597,-0.176661293563304,-0.243055555555556,-0.257245771922664,NaN,13172.986,13946.337,14470.481875,14470.481875,13692.8596611242,13917.8750069104,-0.203964674307845,-0.21683446685733,-0.246742430959992,-0.246742430959992,39.7975487976791,-225.015345786138,164.1825965545,-389.197942340638,0.0968886520957496,0.0746600220412612,0.0807012608980404,0.0807012608980404,1998.14142857143,0.183315727391874,0.413571559633028,3.32710615454625,20989.41048775,3.02062648267338,0.202118423626051,0.234877462834488,0.195042815249265,0.180182870048475,0.195229107998859,0.207751700836243,-0.048594059693626,0.000974069029385253,-0.049126005742443,0.0081458715596332,1
17-Jan-2018,10899.99,11680.99,9037.94,10988.79,72331.796646,517293,0.181482234241731,4807,Negative,-1,0.0081458715596332,0.0081128730279804,-0.194973681547837,0.00481929856719754,-0.0517248416608023,0.0378607394336941,0.0352145833333333,-0.18450477514269,-0.200234206525323,-0.262848081013799,-0.263461735673625,NaN,12622.742,13430.213,14265.6764705882,14265.6764705882,13276.8489440282,13700.9057471392,-0.172334486418733,-0.197951565917861,-0.229704246927529,-0.229704246927529,40.2653507288961,-424.056803111034,46.5347166213929,-470.591519732427,0.0921786115065677,0.0760471717699687,0.0781024202347406,0.0781024202347406,2104.24785714286,0.191490405872062,0.240522386905201,0.140859034418587,24009.55085,3.01262597946517,0.153524363932425,0.184905822586949,0.186822627876021,0.179041673933402,0.194466194622532,0.205180920786243,0.027957870309306,-0.0299332104431948,-0.0403535844485021,-0.00244066908185536,0
18-Jan-2018,10972.59,11878.82,10435.33,10961.97,48464.434937,393112,0.197991713709679,4960,Negative,-1,-0.00244066908185536,-0.00244365236977321,0.0081458715596332,-0.194973681547837,0.00481929856719754,0.0342059430815553,-0.111913861122459,-0.190396848432747,-0.228573539760732,-0.171980348642398,-0.272091312218036,NaN,11973.136,13036.156,14082.1372222222,14082.1372222222,12920.71372187,13498.0216177215,-0.15159717675306,-0.187883209076502,-0.221569153388057,-0.221569153388057,40.1638282209222,-577.307895851498,-78.2338058731853,-499.074089978313,0.0860669793240601,0.0750959156982376,0.0756402777199226,0.0756402777199226,2110.07142857143,0.192490166326986,0.131681622919968,-0.329970535998291,25368.1555215,1.91044378042879,0.181482234241731,0.202118423626051,0.184931591448931,0.177666103961278,0.196331926374068,0.206019359615477,0.016509479467948,0.00147833097048841,-0.0312113779172942,0.0467990698752141,1
19-Jan-2018,10960,11795,10360,11474.98,34129.375421,273271,0.178933470266041,5112,Negative,-1,0.0467990698752141,0.0457370031323949,-0.00244066908185536,0.0081458715596332,-0.194973681547837,-0.0517248416608023,0.0378607394336941,0.0527504587155962,-0.148423857828466,-0.164849225000564,-0.323424756152423,NaN,11573.134,12743.654,13944.9184210526,13944.9184210526,12698.2931492746,13348.1666830755,-0.096336817467827,-0.140332880728148,-0.177121037676618,-0.177121037676618,43.1181403572836,-649.873533800846,-192.561751458718,-457.311782342129,0.0955391497948023,0.0785848832524266,0.0745441559901755,0.0745441559901755,2028.55428571429,0.176780638024143,0.125054684191171,-0.29578513676337,25829.2723583158,1.32134482719998,0.197991713709679,0.153524363932425,0.219423463687151,0.186135806072484,0.190547641599623,0.202822095278447,-0.019058243443638,-0.000483232254114772,-0.0326387805615741,0.115465124993682,1
20-Jan-2018,11474.98,13099,11412.45,12799.94,28768.857827,251647,0.254212836519705,5126,Positive,1,0.115465124993682,0.109271470388885,0.0467990698752141,-0.00244066908185536,0.0081458715596332,0.00481929856719754,0.0342059430815553,0.164817964489266,-0.0546524243478363,-0.0992301196340605,-0.250140745726807,NaN,11425.136,12532.939,13887.6695,13887.6695,12713.9311263093,13307.557299144,0.00676493154133251,-0.0381450395240162,-0.0783234004812686,-0.0783234004812686,49.9863389558399,-593.626172834656,-272.774635733905,-320.851537100751,0.115610931947739,0.08828124898715,0.0775972450061443,0.0775972450061443,2068.17071428571,0.161576594443858,0.131762336385952,-0.157064626231092,25976.25163175,1.10750612655125,0.178933470266041,0.181482234241731,0.234877462834488,0.210379340165142,0.193309837840369,0.202039998050057,0.075279366253664,0.008373919977995,-0.0177555896610369,-0.099214527568098,0
21-Jan-2018,12799.8,12799.8,10965,11530,41379.773426,360207,0.268486958219443,5122,Positive,1,-0.099214527568098,-0.104488149133617,0.115465124993682,0.0467990698752141,-0.00244066908185536,-0.194973681547837,-0.0517248416608023,0.0518182406994363,0.0577981651376147,-0.144340737915204,-0.286069437641912,NaN,11551.136,12362.061,13795.1695,13775.3995238095,12531.7878761079,13175.8863880963,-0.0799397409221873,-0.124916558902878,-0.16420019340828,-0.163000682479558,44.4467880347675,-644.098511988386,-347.039410984801,-297.059101003585,0.0782507766366124,0.0867524068183258,0.07875876891293,0.07875876891293,2092.81214285714,0.181510159831495,0.159132697311362,0.438353016127198,27614.74451085,1.49846664015818,0.254212836519705,0.197991713709679,0.184905822586949,0.23387775500173,0.205250000073582,0.203662653349583,0.014274121699738,0.0293527169437462,-0.0366932684107714,-0.0667779705117086,0
22-Jan-2018,11530,11926.35,9900.24,10760.05,43752.606791,363264,0.184382109997956,4891,Negative,-1,-0.0667779705117086,-0.0691121327179772,-0.099214527568098,0.115465124993682,0.0467990698752141,0.0081458715596332,0.00481929856719754,-0.0623033765636193,-0.0208157586049057,-0.205309776343009,-0.277972077243208,NaN,11505.388,12064.065,13599.4165,13638.3381818182,12259.2128182451,12996.9355445336,-0.122288668976686,-0.172108689534464,-0.208785906365909,-0.211043907508859,41.4477099503688,-737.72272628845,-425.176074045531,-312.546652242919,0.0863474282751847,0.0866345117909688,0.0761520561330585,0.0779637785538236,1986.79857142857,0.184645849362091,0.188299310876808,0.0573428312565163,28798.47024485,1.51926843401775,0.268486958219443,0.178933470266041,0.202118423626051,0.235693968245701,0.202716240983854,0.201938278156845,-0.084104848221487,-0.0266378067179377,-0.0551229973430487,0.00363660020167211,1
23-Jan-2018,10760.05,11399,9905,10799.18,37473.922552,355286,0.232709786106379,5283,Neutral,0,0.00363660020167211,0.00363000375873872,-0.0667779705117086,-0.099214527568098,0.115465124993682,-0.00244066908185536,-0.194973681547837,-0.15631010770363,-0.0148504329057642,-0.0092495412844037,-0.250056944444444,NaN,11472.83,11722.983,13393.4,13514.8965217391,12034.5923846689,12834.1388375311,-0.102655108306182,-0.15855826894908,-0.193693908940224,-0.200942457633384,41.6631479902743,-799.546452862136,-500.050149808852,-299.496303053284,0.0863689629385952,0.0850110952875889,0.0759448079564424,0.0761207565549722,1987.15928571429,0.184010201303644,0.13834383721727,-0.143504232079071,29876.8829905,1.25427818437136,0.184382109997956,0.254212836519705,0.153524363932425,0.228526284774593,0.214028444151562,0.204628776075211,0.048327676108423,-0.0123126631043301,-0.00170544993853156,0.0510047985124795,1
24-Jan-2018,10799.14,11570.48,10500,11349.99,27158.587762,293429,0.249533871602995,5078,Positive,1,0.0510047985124795,0.0497466575480256,0.00363660020167211,-0.0667779705117086,-0.099214527568098,0.0467990698752141,0.0081458715596332,-0.0156123156981787,-0.0108923937122331,0.0328698610129048,-0.238617999891327,NaN,11447.832,11510.483,13207.9225,13424.6920833333,11929.2689408737,12724.2018866029,-0.0485594669501429,-0.107999849330412,-0.140668034658744,-0.154543737052194,44.7451005430561,-794.932945729131,-559.026708992908,-235.906236736223,0.0869573806628597,0.0874115221326166,0.0771563345572404,0.0753419756563502,1933.31142857143,0.170335958760442,0.0943155015995608,-0.275267014700319,30168.3298999,0.900235042911342,0.232709786106379,0.268486958219443,0.181482234241731,0.222208589235777,0.223750106631743,0.209108150627137,0.016824085496616,0.000846272455085532,0.00764913832565948,-0.0153938461619789,0
25-Jan-2018,11349.96,11794.05,10950.21,11175.27,20839.954183,221040,0.258383646112601,5222,Positive,1,-0.0153938461619789,-0.0155135615881708,0.0510047985124795,0.00363660020167211,-0.0667779705117086,0.115465124993682,-0.00244066908185536,0.0385890400137547,-0.126927938724713,0.0194581813305457,-0.155868592121026,NaN,11122.898,11274.017,12918.6665,13334.7152,11813.2691038162,12609.4661912989,-0.0540069897849127,-0.113739643656652,-0.134951738246359,-0.161941606371916,43.9518944426283,-796.197087482713,-606.460784690869,-189.736302791844,0.0590373788689146,0.0871779907942684,0.0700624484933653,0.0737206032072384,1738.68,0.155582818133253,0.0755095850033154,-0.232656927317884,30047.7530528,0.6935611506917,0.249533871602995,0.184382109997956,0.197991713709679,0.246875767940658,0.232377525546446,0.214354725960257,0.008849774509606,0.0127274248431497,0.00485547532176418,-0.00771972399772003,0
26-Jan-2018,11184.7,11643,10311.15,11089,33056.87196,314720,0.226649005318102,5077,Neutral,0,-0.00771972399772003,-0.00774967531050525,-0.0153938461619789,0.0510047985124795,0.00363660020167211,-0.099214527568098,0.0467990698752141,0.0268372228261775,-0.0382480485689506,-0.0336366599331763,-0.192940907612149,NaN,11034.698,11292.917,12619.627,13248.3415384615,11701.8430878445,12496.8390660175,-0.052371501074143,-0.112655613037848,-0.121289401025878,-0.162989573615136,43.54145849585,-794.995978173036,-644.167823387303,-150.828154785733,0.0421961544890241,0.0602739138693749,0.0698716084702458,0.0721708177994231,1718.82785714286,0.155002963039305,0.12010550996483,0.586225750292956,30772.0237754,1.0742508260515,0.258383646112601,0.232709786106379,0.178933470266041,0.244855507677899,0.239194030553883,0.214870836076753,-0.031734640794499,-0.00397751809902858,-0.00869116283658374,0.0362521417621067,1
27-Jan-2018,11089,11650,10842.69,11491,18860.768345,207478,0.279503124353404,4833,Positive,1,0.0362521417621067,0.0356104943044179,-0.00771972399772003,-0.0153938461619789,0.0510047985124795,-0.0667779705117086,0.115465124993682,0.0124237994923344,0.0679318404654254,-0.102261416850391,-0.191344123856439,NaN,11180.888,11343.138,12386.6755,13183.2548148148,11669.4056897146,12422.3324685348,-0.015288326968684,-0.074972431376618,-0.0723095959040827,-0.128363961600221,46.0687715593729,-752.926778820178,-665.919614473878,-87.0071643463002,0.0287518341923703,0.0611710079912213,0.0704008333112319,0.0711716039339124,1714.075,0.14916673918719,0.0702558524062309,-0.429444855888899,31090.40591475,0.606642717908421,0.226649005318102,0.249533871602995,0.254212836519705,0.254845258594702,0.24280692881584,0.218058383328104,0.052854119035302,-0.00174966776541353,-0.023177448411561,0.0338482290488209,1
28-Jan-2018,11499.98,12244,11408,11879.95,16887.339524,206247,0.25753833266853,5014,Positive,1,0.0338482290488209,0.0332879848959367,0.0362521417621067,-0.00771972399772003,-0.0153938461619789,0.00363660020167211,-0.099214527568098,0.0630570894483982,0.100078894879056,0.0303512575888987,-0.118370403243342,NaN,11397.042,11434.936,12235.546,13136.7082142857,11701.7971220662,12382.155989384,0.01522440323272,-0.0405588485409653,-0.0290625363183628,-0.0956676660382113,48.4721587473036,-680.358867317851,-668.807465042672,-11.5514022751787,0.0293151147034573,0.0616783126419076,0.0695578662922334,0.0701549452651788,1647.33928571429,0.138665506648958,0.0703706665432094,-0.104631411875814,30604.74239535,0.551788324366547,0.279503124353404,0.258383646112601,0.268486958219443,0.254563487446679,0.241242839451424,0.223246419762503,-0.021964791684874,0.0101325868870113,0.00848327132415214,-0.0529421420123822,0
29-Jan-2018,11879.95,11975.02,11139.55,11251,14170.377538,169199,0.232000516635669,4839,Neutral,0,-0.0529421420123822,-0.0543950915824985,0.0338482290488209,0.0362521417621067,-0.00771972399772003,0.0510047985124795,-0.0667779705117086,0.0146090720533862,-0.00872159358730706,0.0456271113981812,-0.169050356981166,NaN,11377.244,11412.538,12078.096,13071.6837931034,11632.4437186714,12298.3666568371,-0.0327913659327768,-0.0851630697036344,-0.0684790053001731,-0.139284565165509,44.9813732127823,-665.922938165684,-668.230559667275,2.30762150159057,0.0372567517809009,0.0630773296440284,0.0700508813386618,0.0695150994784458,1628.28714285714,0.144723770585472,0.0742573993422808,-0.160887508783648,30597.5110596,0.463121902640968,0.25753833266853,0.226649005318102,0.184382109997956,0.256347324552534,0.248045468971097,0.225380854977476,-0.025537816032861,0.00871721647301584,0.0117507301939689,-0.090079992889521,0
30-Jan-2018,11250.11,11308.42,9900,10237.51,25554.372946,259212,0.184689995949779,4938,Negative,-1,-0.090079992889521,-0.0943985876092473,-0.0529421420123822,0.0338482290488209,0.0362521417621067,-0.0153938461619789,0.00363660020167211,-0.109084500913759,-0.0839138562200287,-0.0520104304215691,-0.0607788990825688,NaN,11189.692,11156.295,11844.617,12977.2113333333,11417.8385311835,12145.7106081825,-0.103375829668624,-0.157109013193261,-0.135682479222418,-0.211116337937421,39.9843754763742,-727.87207699899,-680.158863133618,-47.7132138653725,0.0550821661935282,0.0540476964499519,0.0714035658903162,0.0701193283956157,1406.89357142857,0.137425367245411,0.137574468791728,0.803365709733005,31004.67962415,0.824210192002607,0.232000516635669,0.279503124353404,0.232709786106379,0.224742948417993,0.241185498948726,0.227606971550144,-0.04731052068589,-0.0122826042986716,-0.0120664467282475,0.00464859130784734,1
31-Jan-2018,10230,10425.85,9700,10285.1,18015.956805,201422,0.182177215967248,4885,Negative,-1,0.00464859130784734,0.00463781997538934,-0.090079992889521,-0.0529421420123822,0.0338482290488209,-0.00771972399772003,0.0510047985124795,-0.134247198010093,-0.0724952655785012,-0.0938229901524141,-0.0640370777856343,-0.231307922272048,11028.912,11031.805,11696.933,12890.3690322581,11243.5710648476,12007.887600169,-0.0852461428241574,-0.14347132964042,-0.120701127380998,-0.202109732137101,40.3196409188855,-764.316535321394,-696.990397571173,-67.3261377502204,0.055826875446977,0.046782800685518,0.0678356367795289,0.0689310996354018,1269.95071428571,0.123474804745283,0.0705729647742852,-0.294995152372932,30227.74127685,0.596007377461497,0.184689995949779,0.25753833266853,0.249533871602995,0.199622576184232,0.23156311957219,0.227656613101966,-0.00251277998253099,-0.0166368735219217,-0.0173281676712455,-0.1031181028867,0
